address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" 3 Centenary Drive, Mosman, Sydney",90.0,['Modern Australian'],-33.836922,https://www.zomato.com/sydney/mosman-rowers-club-mosman,151.2329243,02 9953 7966,2.4,Poor,Mosman,Mosman Rowers Club,['Bar'],47.0,False,#fddab6,8.333333333,#4186f4
" 2/52 Harris Street, Pyrmont, Sydney",30.0,"['Cafe', 'American']",-33.8667343,https://www.zomato.com/sydney/clementines-pyrmont,151.1927733,04 0530 2830,3.3,Average,Pyrmont,Clementine's,['Café'],14.0,False,#fd9243,3.699186992,#6f706b
" 6 Florence Street, Hornsby, Sydney",50.0,"['BBQ', 'Chinese']",-33.7040006,https://www.zomato.com/sydney/tims-bbq-kitchen-hornsby,151.0993403,0449 122 168,3.3,Average,"Westfield Hornsby, Hornsby",Tim's BBQ Kitchen,['Casual Dining'],54.0,False,#fd9243,5.243902439,#f45042
" 157 Concord Road, Concord, Sydney",45.0,['Thai'],-33.8581555,https://www.zomato.com/sydney/baan-raun-thai-concord,151.0924899,02 9743 6382,3.4,Average,Concord,Baan Raun Thai,['Casual Dining'],49.0,False,#fb8836,4.857723577,#6f706b
" Shop 8, 6 Discovery Point Place, Wolli Creek, Arncliffe, Sydney",30.0,['Cafe'],-33.9296175,https://www.zomato.com/sydney/the-lokal-cafe-arncliffe,151.1543271,(02) 8397 4371,3.2,Average,Arncliffe,The Lokal Cafe,['Café'],16.0,False,#fd9a4e,3.699186992,#6f706b
" Shop 16, The Piazza, Castle Towers, 614 Castle Street, 	Castle Hill",60.0,['Modern Australian'],-33.7304839,https://www.zomato.com/sydney/urban-kitchen-grill-castle-hill,151.0053721,(02) 8850 0854,2.6,Average,"Castle Towers, Castle Hill",Urban Kitchen & Grill,['Casual Dining'],26.0,False,#fdce9e,6.016260163,#4186f4
" Shop 2-3, 27 Belgrave Street, Manly, Sydney",70.0,"['Chinese', 'Yum Cha']",-33.7977395,https://www.zomato.com/sydney/wockbar-manly,151.2850206,(02) 9977 1288,3.6,Good,Manly,Wockbar,['Casual Dining'],89.0,False,#f57622,6.788617886,#f45042
" 1100 Middle Head Road, Mosman, Sydney",60.0,"['Cafe', 'French']",-33.8338372,https://www.zomato.com/sydney/frenchys-cafe-mosman,151.2530595,02 9969 4411,3.5,Good,Mosman,Frenchy's Cafe,['Café'],65.0,False,#f87f2c,6.016260163,#6f706b
" 300A Victoria Avenue, Chatswood, Sydney",75.0,"['Asian', 'Korean']",-33.7957031,https://www.zomato.com/sydney/potzi-chatswood,151.1859819,02 9415 3670,2.5,Average,Chatswood,POTZI,['Casual Dining'],14.0,False,#fdd5ab,7.174796748,#6f706b
" 33, Bayswater Road, Potts Point, Sydney",100.0,['Mexican'],-33.8753837,https://www.zomato.com/sydney/chula-potts-point,151.2237679,02 9331 0126,2.9,Average,Potts Point,Chula,['Casual Dining'],5.0,False,#fdb475,9.105691057,#6f706b
" Shop 2, 465 Victoria Avenue, Chatswood, Sydney",40.0,['Korean BBQ'],-33.7968775,https://www.zomato.com/sydney/san-ma-ru-chatswood,151.1797849,02 8318 0354,3.4,Average,Chatswood,San Ma Ru,['Casual Dining'],34.0,False,#fb8836,4.471544715,#6f706b
" Carlingford Court, Pennant Hills Road and Carlingford Road, Carlingford, Sydney",70.0,"['Chinese', 'Seafood']",-33.7769852,https://www.zomato.com/sydney/crystal-seafood-restaurant-carlingford,151.0523454,02 9872 3338,3.0,Average,"Carlingford Court Shopping Centre, Carlingford",Crystal Seafood  Restaurant,['Casual Dining'],13.0,False,#fdab66,6.788617886,#f45042
" 274 Cleveland Street, Surry Hills",70.0,"['Lebanese', 'Vegetarian']",-33.8898866,https://www.zomato.com/sydney/the-prophet-surry-hills,151.2082162,02 9698 7025,3.5,Good,Surry Hills,The Prophet,['Casual Dining'],71.0,False,#f87f2c,6.788617886,#dee82c
" G01, 8 Century Circuit, Baulkham Hills, Sydney",100.0,['Italian'],-33.7329572,https://www.zomato.com/sydney/il-lago-baulkham-hills,150.9637752,(02) 9634 2487,3.4,Average,Baulkham Hills,Il Lago,['Casual Dining'],80.0,False,#fb8836,9.105691057,#6f706b
" Shop ER01/ 22-26 McEvoy Street, Waterloo, Sydney",45.0,['Indian'],-33.9006077,https://www.zomato.com/sydney/indian-leaf-waterloo,151.2061289,02 9690 0396,3.5,Good,Waterloo,Indian Leaf,['Casual Dining'],46.0,False,#f87f2c,4.857723577,#6f706b
" 147 Oxford Street, Darlinghurst, Sydney",30.0,"['Indonesian', 'Malaysian']",-33.8800723,https://www.zomato.com/sydney/singapura-eating-house-darlinghurst,151.215751,02 9261 1856,3.3,Average,Darlinghurst,Singapura Eating House,['Casual Dining'],36.0,False,#fd9243,3.699186992,#6f706b
" 785 Pacific Highway, Gordon, Sydney",50.0,['Japanese'],-33.7547234,https://www.zomato.com/sydney/fujiya-japanese-teppanyaki-gordon,151.1523784,(02) 9880 2388,3.7,Good,Gordon,Fujiya Japanese Teppanyaki,['Casual Dining'],96.0,False,#f26d17,5.243902439,#6f706b
" 76 Hall Street, Bondi Beach, Sydney",100.0,"['Japanese', 'Tapas']",-33.8895147,https://www.zomato.com/sydney/sake-street-bondi-beach,151.2707946,(02) 9365 5672,3.3,Average,Bondi Beach,Sake Street,"['Casual Dining', 'Wine Bar']",46.0,False,#fd9243,9.105691057,#6f706b
" Shop 6, 1-5 Bourke Street, Mascot",40.0,['Indian'],-33.9228698,https://www.zomato.com/sydney/curry-craze-mascot,151.1875239,02 8021 8574,3.0,Average,Mascot,Curry Craze,['Casual Dining'],22.0,False,#fdab66,4.471544715,#6f706b
" 143 Parramatta Road, Annandale, Sydney",70.0,"['Japanese', 'Sushi']",-33.8877241,https://www.zomato.com/sydney/star-sushi-annandale,151.1664278,02 9568 3014,3.4,Average,Annandale,Star Sushi,['Casual Dining'],35.0,False,#fb8836,6.788617886,#6f706b
" 11A Railway Avenue, Wahroonga, Sydney",40.0,"['Italian', 'Cafe']",-33.7180495,https://www.zomato.com/sydney/pastadelli-wahroonga,151.1166676,02 9489 1988,3.4,Average,Wahroonga,Pastadelli,['Café'],29.0,False,#fb8836,4.471544715,#6f706b
" B/718 George Street, Haymarket, Chinatown, Sydney",90.0,"['Chinese', 'Hot Pot']",-33.8786285,https://www.zomato.com/sydney/six-po-hot-pot-chinatown,151.2057329,0438 584 838,2.3,Poor,Chinatown,Six Po Hot Pot,['Casual Dining'],15.0,False,#fee0c1,8.333333333,#f45042
" Shop 1-2, 131-145 Glebe Point Road, Glebe, Sydney",45.0,"['Modern Australian', 'Coffee and Tea']",-33.8815499,https://www.zomato.com/sydney/fundamental-food-flaminn-glebe,151.1893228,02 9566 2095,3.6,Good,Glebe,Fundamental Food Flaminn,['Café'],75.0,False,#f57622,4.857723577,#4186f4
" Concourse Level, Chatswood Interchange, 432 Victoria Avenue, Chatswood, Sydney",35.0,['Cafe'],-33.7974362,https://www.zomato.com/sydney/locomotion-coffee-chatswood,151.1808483,02 9904 6957,3.2,Average,"Chatswood Interchange, Chatswood",Locomotion Coffee,['Café'],42.0,False,#fd9a4e,4.085365854,#6f706b
" 666 Crown Street, Surry Hills",60.0,"['Japanese', 'Sushi']",-33.8913675,https://www.zomato.com/sydney/tara-sushi-bar-surry-hills,151.2130931,02 9699 2829,2.4,Poor,Surry Hills,TARA SUSHI BAR,['Casual Dining'],16.0,False,#fddab6,6.016260163,#6f706b
" 212 Darling Street, Balmain, Sydney",45.0,"['Cafe', 'European', 'Italian']",-33.8584095,https://www.zomato.com/sydney/ciao-thyme-balmain,151.185563,02 9555 5455,3.6,Good,Balmain,Ciao Thyme,['Café'],65.0,False,#f57622,4.857723577,#6f706b
" 165-167 Victoria Street, Potts Point, Sydney",40.0,"['Cafe', 'Modern Australian']",-33.8729579,https://www.zomato.com/sydney/cafe-holm-potts-point,151.2223449,02 9332 4141,3.7,Good,Potts Point,Cafe Holm,['Café'],73.0,False,#f26d17,4.471544715,#4186f4
" Level 1, 136 South Parade, Auburn, Sydney",50.0,"['Chinese', 'Seafood', 'Yum Cha']",-33.8493976,https://www.zomato.com/sydney/sunny-seafood-restaurant-auburn,151.0321321,02 9649 1668,3.1,Average,Auburn,Sunny Seafood Restaurant,['Casual Dining'],32.0,False,#fda25a,5.243902439,#f45042
" 2-4 Villiers Street, Parramatta, Sydney",25.0,"['Cafe', 'Sandwich', 'Healthy Food']",-33.8068562,https://www.zomato.com/sydney/villiers-street-canteen-parramatta,151.0045487,(02) 9683 1228,3.4,Average,Parramatta,Villiers Street Canteen,['Café'],37.0,False,#fb8836,3.31300813,#6f706b
" Vibe Hotel Sydney, 111 Goulburn Street, CBD, Sydney",80.0,"['Spanish', 'Tapas', 'Cafe']",-33.8786968,https://www.zomato.com/sydney/fino-par-cbd,151.2095483,(02) 8272 3300,3.4,Average,CBD,Fino Par,"['Casual Dining', 'Café']",40.0,False,#fb8836,7.56097561,#6f706b
" 16 The Strand, Dee Why, Sydney",50.0,"['Cafe', 'Seafood', 'Modern Australian']",-33.7541364,https://www.zomato.com/sydney/on-shore-dee-why,151.2965086,(02) 9972 2325,3.2,Average,Dee Why,On Shore,['Café'],55.0,False,#fd9a4e,5.243902439,#4186f4
" 495 Cleaveland Street, Surry Hills, Sydney",70.0,['Bar Food'],-33.8922569,https://www.zomato.com/sydney/parkside-bar-at-the-bat-ball-surry-hills,151.2165284,02 8399 0303,3.4,Average,Surry Hills,Parkside Bar at The Bat & Ball,['Bar'],45.0,False,#fb8836,6.788617886,#6f706b
" 523 Military Road, Mosman, Sydney",80.0,"['Asian', 'Vietnamese']",-33.8246498,https://www.zomato.com/sydney/live-love-eat-mosman,151.2392473,02 9969 9275,3.7,Good,Mosman,Live Love Eat,['Casual Dining'],80.0,False,#f26d17,7.56097561,#6f706b
" 292 Willoughby Road, Naremburn, Sydney",40.0,['Cafe'],-33.8173618,https://www.zomato.com/sydney/cream-espresso-naremburn,151.2008614,02 9436 0300,3.4,Average,Naremburn,Cream Espresso,['Café'],48.0,False,#fb8836,4.471544715,#6f706b
" 560 Crown Street, Surry Hills, Surry Hills, Sydney",30.0,['Cafe'],-33.888749,https://www.zomato.com/sydney/rogue-cafe-surry-hills,151.2135033,(02) 9698 8907,3.3,Average,Surry Hills,Rogue Cafe,['Café'],30.0,False,#fd9243,3.699186992,#6f706b
" Macquarie Street Gatehouse, Corner of Macquarie and Pitt Street, Parramatta, Sydney",100.0,['Cafe'],-33.8138993,https://www.zomato.com/sydney/gatehouse-tea-rooms-parramatta,150.997833,(02) 9635 1515,3.5,Good,Parramatta,Gatehouse Tea Rooms,['Café'],29.0,False,#f87f2c,9.105691057,#6f706b
" Shop 2, Little Eveleigh Street, Redfern, Sydney",35.0,"['Cafe', 'Sandwich']",-33.8919509,https://www.zomato.com/sydney/chapter-five-espresso-redfern,151.1975551,0402 378 106,3.5,Good,Redfern,Chapter Five Espresso,['Café'],47.0,False,#f87f2c,4.085365854,#6f706b
" Level 1, 1 Bridge Street, CBD, Sydney",85.0,"['American', 'Italian', 'Bar Food']",-33.863658,https://www.zomato.com/sydney/metropolitan-hotel-cbd,151.2075915,02 8243 3600,3.0,Average,CBD,Metropolitan Hotel,['Bar'],26.0,False,#fdab66,7.947154472,#6f706b
" Alfred St, Circular Quay, Sydney",70.0,['Greek'],-33.8615099,https://www.zomato.com/sydney/quay-co-circular-quay,151.210435,02 9256 6900,3.1,Average,"Gateway, Circular Quay",Quay & Co,['Casual Dining'],17.0,False,#fda25a,6.788617886,#6f706b
" 125 Bondi Road, Bondi, Sydney",50.0,['Fast Food'],-33.8939907,https://www.zomato.com/sydney/the-char-rotisserie-bondi,151.2623121,(02) 9389 3446,3.1,Average,Bondi,The Char Rotisserie,['Fast Food'],40.0,False,#fda25a,5.243902439,#6f706b
 Shop 3/4 Pine Avenue,60.0,"['Tapas', 'Cafe']",43.0955119,https://www.zomato.com/sydney/little-lilys-wine-and-tapas-cafe-1-little-bay,-79.0276513,02 9921 1720,3.1,Average,Little Bay,Little Lily's Wine and Tapas Cafe,['Café'],16.0,False,#fda25a,6.016260163,#6f706b
" 561 George Street, CBD, Sydney",70.0,"['Australian', 'American']",-33.87662,https://www.zomato.com/sydney/80-proof-cbd,151.2057929,02 9262 7210,3.1,Average,CBD,80 Proof,['Bar'],12.0,False,#fda25a,6.788617886,#4186f4
" 194 Bondi Road, Bondi, Sydney",40.0,"['Japanese', 'Sushi']",-33.8935386,https://www.zomato.com/sydney/sushi-jung-bondi,151.2628837,02 8084 5480,2.1,Poor,Bondi,Sushi Jung,['Casual Dining'],44.0,False,#feead5,4.471544715,#6f706b
" G205/462 Chapel Road, Bankstown, Sydney",40.0,['Italian'],-33.9134029,https://www.zomato.com/sydney/euro-taste-grill-bankstown-bankstown,151.0341162,02 9708 2188,2.6,Average,Bankstown,Euro taste Grill Bankstown,['Casual Dining'],7.0,False,#fdce9e,4.471544715,#6f706b
" 1/251 High Street, Penrith, Sydney",60.0,['Thai'],-33.7547289,https://www.zomato.com/sydney/aroy-d-thai-restaurant-penrith,150.7043867,(02) 4732 2362,3.9,Good,Penrith,AROY-D Thai Restaurant,['Casual Dining'],105.0,False,#e75b0b,6.016260163,#6f706b
" South End of Dee Why Beach, Dee Why, Sydney",20.0,['Cafe'],-33.7550087,https://www.zomato.com/sydney/the-beach-shed-dee-why,151.297593,(02) 9972 1790,3.3,Average,Dee Why,The Beach Shed,['Café'],19.0,False,#fd9243,2.926829268,#6f706b
" 2/126 Phillip Street, CBD, Sydney",35.0,"['Cafe', 'Italian', 'Sandwich']",-33.8665745,https://www.zomato.com/sydney/mordeo-pasta-panini-bar-cbd,151.2115001,02 9232 1306,3.5,Good,CBD,Mordeo Pasta & Panini Bar,"['Casual Dining', 'Bar']",35.0,False,#f87f2c,4.085365854,#6f706b
" 174 Anzac Parade, Kensington, Sydney",50.0,['Indonesian'],-33.909781,https://www.zomato.com/sydney/enjoy-mie-kensington,151.2237253,02 8385 7669,3.2,Average,Kensington,Enjoy Mie,['Casual Dining'],30.0,False,#fd9a4e,5.243902439,#6f706b
" 58-62 Delhi Road, Macquarie Park, Sydney",120.0,"['Mediterranean', 'Seafood', 'Modern Australian', 'Bar Food', 'Coffee and Tea']",-33.7949434,https://www.zomato.com/sydney/atlantis-bar-dining-macquarie-park,151.14387,(02) 8899 8980,3.1,Average,Macquarie Park,Atlantis Bar & Dining,['Casual Dining'],34.0,False,#fda25a,10.6504065,#4186f4
" Level 1, Westfield Miranda, 600 Kingsway, Miranda, Sydney",45.0,"['Cafe', 'Sandwich']",-34.0350519,https://www.zomato.com/sydney/georgie-porgies-cafe-miranda,151.1003508,0411 232 211,3.4,Average,"Westfield Miranda, Miranda",Georgie Porgies Cafe,['Café'],31.0,False,#fb8836,4.857723577,#6f706b
" Level 2, Macquarie Centre, Corner Of Herring Road And Waterloo Road, Macquarie Park, Sydney",40.0,"['Asian', 'Chinese']",-33.7767518,https://www.zomato.com/sydney/f-l-gourmet-macquarie-park,151.1205153,02 9887 2787,2.4,Poor,"Macquarie Centre, Macquarie Park",F & L Gourmet,['Casual Dining'],25.0,False,#fddab6,4.471544715,#f45042
" 410 Crown Street, 	Surry Hills",25.0,['Cafe'],-33.8843747,https://www.zomato.com/sydney/rapha-cycle-club-cafe-surry-hills,151.2144935,02 9380 9717,3.3,Average,Surry Hills,Rapha Cycle Club Cafe,['Café'],29.0,False,#fd9243,3.31300813,#6f706b
" 154 Belmore Road , Randwick",30.0,['Cafe'],-33.9164744,https://www.zomato.com/sydney/fresh-ground-randwick,151.2408219,(02) 9398 1356,3.5,Good,Randwick,Fresh Ground,['Café'],61.0,False,#f87f2c,3.699186992,#6f706b
" 96 Shaftesbury Road, Burwood, Sydney",50.0,"['Asian', 'Modern Australian']",-33.8808139,https://www.zomato.com/sydney/brasserie-club-burwood-rsl-burwood,151.1067383,02 8741 2888,2.6,Average,Burwood,Brasserie - Club Burwood RSL,['Casual Dining'],25.0,False,#fdce9e,5.243902439,#4186f4
" 71 Great Western Hwy, Emu Plains, Penrith, Sydney",40.0,"['Cafe', 'Healthy Food']",-33.746441,https://www.zomato.com/sydney/nutrition-station-penrith,150.6747385,(02) 4735 2003,3.1,Average,Penrith,Nutrition Station,['Café'],16.0,False,#fda25a,4.471544715,#6f706b
" Food Court, Level 6, MLC Centre, 19 Martin Place, CBD, Sydney",25.0,['Vietnamese'],-33.8687636,https://www.zomato.com/sydney/bun-me-cbd,151.2090293,02 8540 8595,2.4,Poor,"MLC Tower, CBD",Bun Me,['Food Court'],20.0,False,#fddab6,3.31300813,#6f706b
" 129 King Street, Newtown, Sydney",60.0,['Japanese'],-33.8930137,https://www.zomato.com/sydney/tanshin-sushi-bar-newtown,151.1837722,02 9565 4230,3.1,Average,Newtown,Tanshin Sushi Bar,['Casual Dining'],13.0,False,#fda25a,6.016260163,#6f706b
" 134 Great Western Highway, Blaxland, Sydney",250.0,['Modern Australian'],-33.7446856,https://www.zomato.com/sydney/restaurant-como-blaxland,150.6101865,(02) 4739 8555,3.6,Good,Blaxland,Restaurant Como,['Fine Dining'],88.0,False,#f57622,20.69105691,#4186f4
" Level 2, Broadway, Glebe, Sydney",60.0,['Asian'],-33.883484,https://www.zomato.com/sydney/mr-wu-dumpling-bar-glebe,151.193917,02 9282 9209,2.3,Poor,"Broadway Shopping Centre, Glebe",Mr. Wu Dumpling Bar,['Casual Dining'],17.0,False,#fee0c1,6.016260163,#6f706b
" German Austrian Club, 73-75 Curtin Street, Cabramatta, Sydney",80.0,['German'],-33.8910368,https://www.zomato.com/sydney/black-forrest-restaurant-german-austrian-club-cabramatta,150.9417965,02 9728 7724,3.5,Good,Cabramatta,Black Forrest Restaurant - German Austrian Club,['Casual Dining'],64.0,False,#f87f2c,7.56097561,#6f706b
" 7 Kellett Street, Potts Point, Sydney",70.0,"['Bar Food', 'French']",-33.8744738,https://www.zomato.com/sydney/rosé-royale-potts-point,151.2240515,02 8540 4388,3.1,Average,Potts Point,Rosé Royale,['Wine Bar'],5.0,False,#fda25a,6.788617886,#6f706b
" Shop 8, 2 Lee Street, 	Chinatown",35.0,"['Middle Eastern', 'Lebanese']",31.2776626,https://www.zomato.com/sydney/just-falafel-chinatown,-92.446182,02 8020 5717,2.9,Average,Chinatown,Just Falafel,['Casual Dining'],29.0,False,#fdb475,4.085365854,#dee82c
" D'albora Marina, 138 Cabarita Road, Cabarita Park, Breakfast Point, Sydney",60.0,"['Mediterranean', 'Seafood', 'Modern Australian']",-33.8418709,https://www.zomato.com/sydney/vela-dining-bar-breakfast-point,151.120844,(02) 8759 7604,3.2,Average,Breakfast Point,Vela Dining & Bar,['Casual Dining'],37.0,False,#fd9a4e,6.016260163,#4186f4
" Shop 3, 2 Mary Street, Burwood, Sydney",50.0,['Japanese BBQ'],-33.8764038,https://www.zomato.com/sydney/yakiniku-ren-burwood,151.1045987,02 9715 1598,3.2,Average,Burwood,Yakiniku Ren,['Casual Dining'],12.0,False,#fd9a4e,5.243902439,#6f706b
" 9-15 Central Avenue, Manly, Sydney",50.0,"['Mexican', 'Spanish', 'Tapas']",-33.7965824,https://www.zomato.com/sydney/the-hold-manly,151.2870152,02 9977 2009,3.3,Average,Manly,The Hold,['Casual Dining'],19.0,False,#fd9243,5.243902439,#6f706b
" 167 Enmore Road, Enmore, Sydney",40.0,['Cantonese'],-33.898717,https://www.zomato.com/sydney/queens-hotel-enmore,151.1725295,02 9240 3000,3.0,Average,Enmore,Queens Hotel,['Bar'],7.0,False,#fdab66,4.471544715,#f45042
" 24-28 John St, Lidcombe, Lidcombe, Sydney",45.0,"['Italian', 'American', 'Seafood']",-33.862353,https://www.zomato.com/sydney/lloyds-bistro-lidcombe,151.043535,(02) 8745 6100,3.0,Average,Lidcombe,Lloyd's Bistro,['Casual Dining'],15.0,False,#fdab66,4.857723577,#6f706b
" 285 King Street, Newtown, Sydney",60.0,['Pub Food'],-33.89628,https://www.zomato.com/sydney/kellys-on-king-newtown,151.1797895,02 9565 2288,3.3,Average,Newtown,Kelly's On King,['Pub'],60.0,False,#fd9243,6.016260163,#6f706b
" 207 Enmore Road, Enmore, Sydney",30.0,['Vietnamese'],-33.8991216,https://www.zomato.com/sydney/enmore-delicious-roll-enmore,151.1710687,02 9557 9032,3.6,Good,Enmore,Enmore Delicious Roll,['Casual Dining'],66.0,False,#f57622,3.699186992,#6f706b
" 1641 Botany Road, Botany Bay, Sydney",50.0,"['Burger', 'Cafe']",-33.9541878,https://www.zomato.com/sydney/botany-bites-botany-bay,151.2045478,(02) 9666 1799,3.4,Average,Botany Bay,Botany Bites,['Café'],33.0,False,#fb8836,5.243902439,#6f706b
" Food Court, Lower Ground, Chatswood Chase, 345 Victoria Avenue, Chatswood, Sydney",35.0,['Italian'],-33.7941762,https://www.zomato.com/sydney/rossini-chatswood,151.1860217,02 9884 9878,2.9,Average,"Chatswood Chase, Chatswood",Rossini,['Food Court'],13.0,False,#fdb475,4.085365854,#6f706b
" 152 Harris Street, 	Pyrmont",40.0,['Thai'],-33.8698068,https://www.zomato.com/sydney/harlequin-inn-pyrmont,151.1942328,02 9660 8146,3.2,Average,Pyrmont,Harlequin Inn,"['Casual Dining', 'Pub']",34.0,False,#fd9a4e,4.471544715,#6f706b
" 81 New Canterbury Road, Petersham, Sydney",60.0,['Chinese'],-33.8964422,https://www.zomato.com/sydney/moon-koon-petersham,151.1521392,02 9560 3500,3.4,Average,Petersham,Moon Koon,['Casual Dining'],44.0,False,#fb8836,6.016260163,#f45042
" 2 Perouse Road , Randwick",50.0,"['Burger', 'Pizza']",-33.9183553,https://www.zomato.com/sydney/royal-hotel-bistro-randwick,151.2418934,(02) 9399 3006,3.2,Average,Randwick,Royal Hotel Bistro,"['Pub', 'Casual Dining']",19.0,False,#fd9a4e,5.243902439,#6f706b
" 6/611 Military Road, Mosman, Sydney",45.0,['Cafe'],-33.8253519,https://www.zomato.com/sydney/cafe-mosman-mosman,151.2421505,02 9969 8729,3.4,Average,Mosman,Cafe Mosman,['Café'],56.0,False,#fb8836,4.857723577,#6f706b
" 112 O'Brien Street, Bondi Beach, Sydney",35.0,['Cafe'],-33.8887541,https://www.zomato.com/sydney/lilliputien-bondi-beach,151.2661793,0435 281 543,3.5,Good,Bondi Beach,Lilliputien,['Café'],55.0,False,#f87f2c,4.085365854,#6f706b
" 2/95 Macleay Street, Potts Point, Sydney",60.0,['Indian'],-33.8713464,https://www.zomato.com/sydney/one-mb-potts-point,151.2248612,"(02) 9331 8313, 0403 090 258",3.4,Average,Potts Point,One MB,['Casual Dining'],51.0,False,#fb8836,6.016260163,#6f706b
" 90 Enmore Road, Newtown, Sydney",60.0,['Turkish'],-33.8989619,https://www.zomato.com/sydney/taste-of-turkey-newtown,151.1747495,02 9565 5000,3.3,Average,Newtown,Taste of Turkey,['Casual Dining'],16.0,True,#fd9243,6.016260163,#6f706b
" 28 Penshurst Street, Penshurst, Sydney",45.0,['Thai'],-33.9650242,https://www.zomato.com/sydney/mae-moon-thai-penshurst,151.0887187,(02) 9586 0550,3.1,Average,Penshurst,Mae Moon Thai,['Casual Dining'],36.0,False,#fda25a,4.857723577,#6f706b
" 44 Marco Avenue, Revesby, Sydney NSW 2212",50.0,"['Modern Australian', 'Cafe']",-33.9515076,https://www.zomato.com/sydney/java-lava-revesby,151.0158008,02 9792 6182,2.0,Poor,Revesby,Java Lava,['Café'],40.0,False,#feeddc,5.243902439,#4186f4
" Shop G3, 182 Blues Point Road, McMahons Point, Sydney",60.0,['Thai'],-33.8430411,https://www.zomato.com/sydney/chedi-thai-1-mcmahons-point,151.2044597,02 8021 2828,3.5,Good,McMahons Point,Chedi Thai,['Casual Dining'],62.0,False,#f87f2c,6.016260163,#6f706b
" 116 Yarrara Road, Pennant Hills, Sydney",60.0,"['Italian', 'Pizza', 'Healthy Food']",-33.7387885,https://www.zomato.com/sydney/belmonte-pizzeria-restaurant-pennant-hills,151.070908,(02) 9481 8778,3.6,Good,Pennant Hills,Belmonte Pizzeria Restaurant,['Casual Dining'],120.0,False,#f57622,6.016260163,#6f706b
" 315 Princes Highway, Rockdale, Sydney",35.0,['Kebab'],-33.9449919,https://www.zomato.com/sydney/brothers-kebabs-rockdale,151.1414389,(02) 9567 4194,4.0,Very Good,Rockdale,Brothers Kebabs,['Fast Food'],113.0,False,#e15307,4.085365854,#6f706b
" Shop 21, Lemon Grove Shopping Centre, 427 - 441 Victoria Avenue, Chatswood, Sydney",35.0,"['Chinese', 'Vietnamese', 'Pho']",-33.7960641,https://www.zomato.com/sydney/de-pho-vietnamese-chinese-restaurant-chatswood,151.1824981,02 9904 8870,2.7,Average,"Lemon Grove Shopping Centre, Chatswood",De-Pho Vietnamese & Chinese Restaurant,['Casual Dining'],58.0,False,#fdc590,4.085365854,#f45042
" Level 1, Westfield Parramatta, 159-175 Church Street, Parramatta, Sydney",55.0,['Cafe'],-33.817258,https://www.zomato.com/sydney/whispers-cafe-parramatta,151.0013383,02 9633 9886,3.1,Average,"Westfield Parramatta, Parramatta",Whispers Cafe,['Café'],19.0,True,#fda25a,5.630081301,#6f706b
" Art Gallery Road, Sydney, CBD, Sydney",50.0,"['Modern Australian', 'Cafe']",-33.8688287,https://www.zomato.com/sydney/cafe-at-the-gallery-cbd,151.2162022,02 9225 1700,3.0,Average,Art Gallery of New South Wales,Cafe at the Gallery,['Café'],18.0,False,#fdab66,5.243902439,#4186f4
" The Beach Collaroy, 1058 Pittwater Road, Collaroy, Sydney",80.0,['Modern Australian'],-33.7317201,https://www.zomato.com/sydney/beachgrill-collaroy,151.3014291,(02) 9971 5355,3.0,Average,"The Collaroy, Collaroy",Beachgrill,['Casual Dining'],7.0,False,#fdab66,7.56097561,#4186f4
" 5 Durham Avenue, St Ives, Sydney",40.0,"['Japanese', 'Sushi']",-33.7298479,https://www.zomato.com/sydney/tenka-sushi-st-ives,151.16042,(02) 9983 0838,3.8,Good,St Ives,Tenka Sushi,['Casual Dining'],132.0,False,#ed6310,4.471544715,#6f706b
" 76 Rawson Street, Epping, Sydney",40.0,['Cafe'],-33.7715481,https://www.zomato.com/sydney/cuppa-jo-epping,151.0808578,(02) 9869 2359,3.6,Good,Epping,Cuppa Jo,['Café'],63.0,False,#f57622,4.471544715,#6f706b
" 207a Coogee Bay Road, Coogee, Sydney",25.0,"['Burger', 'American']",-33.9208528,https://www.zomato.com/sydney/burger-barrel-coogee,151.2547394,(02) 9665 4444,3.1,Average,Coogee,Burger Barrel,['Fast Food'],16.0,False,#fda25a,3.31300813,#6f706b
" 14/80 John Street, Pyrmont, Sydney",60.0,"['Chinese', 'Asian']",-33.8677023,https://www.zomato.com/sydney/beijing-legend-pyrmont,151.1919431,02 8317 4816,3.0,Average,Pyrmont,Beijing Legend,['Casual Dining'],7.0,False,#fdab66,6.016260163,#f45042
" 251 Forest Road, 	Hurstville",45.0,['Chinese'],-33.9665358,https://www.zomato.com/sydney/like-noodle-hurstville,151.1017174,02 8068 6618,2.4,Poor,Hurstville,Like Noodle,['Casual Dining'],19.0,True,#fddab6,4.857723577,#f45042
" 2nd Floor, Central Park, 28 Broadway, Chippendale, Sydney",35.0,['Chinese'],-33.8845763,https://www.zomato.com/sydney/golden-tower-chippendale,151.2006144,0422 311 862,2.5,Average,"Central Park, Chippendale",Golden Tower,"['Food Court', 'Casual Dining']",18.0,False,#fdd5ab,4.085365854,#f45042
" 269 Macquarie Street, Liverpool, Sydney",50.0,['Pub Food'],-33.9197127,https://www.zomato.com/sydney/macquarie-hotel-bistro-liverpool,150.9237872,02 9602 4766,3.5,Good,Liverpool,Macquarie Hotel Bistro,['Pub'],17.0,False,#f87f2c,5.243902439,#6f706b
